CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
auriemma-69487,2021-11-01T12:58:08.450Z,0,0,0
sarlo-56756,2021-11-01T12:58:08.450Z,0,0,0
auriemma-69487,2021-11-02T16:59:07.517Z,0,0,0
sarlo-56756,2021-11-02T16:59:07.517Z,0,0,0
auriemma-69487,2021-11-03T00:02:24.297Z,0,0,0
sarlo-56756,2021-11-03T00:02:24.297Z,0,0,0
auriemma-69487,2021-11-03T01:02:58.467Z,217,0,0
sarlo-56756,2021-11-03T01:02:58.467Z,1121,0,0
auriemma-69487,2021-11-03T01:51:32.360Z,3114,0,0
sarlo-56756,2021-11-03T01:51:32.360Z,4746,0,0
auriemma-69487,2021-11-03T02:46:11.047Z,9955,0,0
sarlo-56756,2021-11-03T02:46:11.047Z,11098,0,0
auriemma-69487,2021-11-03T02:58:20.030Z,9955,217,0
sarlo-56756,2021-11-03T02:58:20.030Z,11098,1121,0
auriemma-69487,2021-11-03T03:06:25.357Z,15810,217,0
sarlo-56756,2021-11-03T03:06:25.357Z,16679,1121,0
auriemma-69487,2021-11-03T03:30:42.013Z,15856,217,0
sarlo-56756,2021-11-03T03:30:42.013Z,16705,1121,0
auriemma-69487,2021-11-03T03:46:54.553Z,15856,0,0
sarlo-56756,2021-11-03T03:46:54.553Z,16705,0,0
auriemma-69487,2021-11-03T04:21:15.880Z,15856,0,0
sarlo-56756,2021-11-03T04:21:15.880Z,16705,0,0
auriemma-69487,2021-11-03T04:29:22.223Z,17367,0,0
sarlo-56756,2021-11-03T04:29:22.223Z,19781,0,0
auriemma-69487,2021-11-03T05:48:05.377Z,18546,0,0
sarlo-56756,2021-11-03T05:48:05.377Z,23806,0,0
auriemma-69487,2021-11-03T13:56:48.550Z,18546,0,0
sarlo-56756,2021-11-03T13:56:48.550Z,23806,0,0
