CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
abate-35393,2021-11-01T12:58:08.450Z,0,0,0
smith-56737,2021-11-01T12:58:08.450Z,0,0,0
abate-35393,2021-11-02T16:59:07.517Z,0,0,0
smith-56737,2021-11-02T16:59:07.517Z,0,0,0
abate-35393,2021-11-03T00:02:24.297Z,0,0,0
smith-56737,2021-11-03T00:02:24.297Z,0,0,0
abate-35393,2021-11-03T01:06:00.563Z,2016,2016,0
smith-56737,2021-11-03T01:06:00.563Z,7322,7322,0
abate-35393,2021-11-03T01:45:25.483Z,3595,2016,0
smith-56737,2021-11-03T01:45:25.483Z,9655,7322,0
abate-35393,2021-11-03T01:58:36.987Z,4525,2946,0
smith-56737,2021-11-03T01:58:36.987Z,14319,11986,0
abate-35393,2021-11-03T02:20:54.437Z,4525,2016,0
smith-56737,2021-11-03T02:20:54.437Z,14319,7322,0
abate-35393,2021-11-03T02:31:01.117Z,8304,0,0
smith-56737,2021-11-03T02:31:01.117Z,19746,0,0
abate-35393,2021-11-03T02:56:18.350Z,8344,2016,0
smith-56737,2021-11-03T02:56:18.350Z,19862,7322,0
abate-35393,2021-11-03T03:27:38.487Z,8972,0,0
smith-56737,2021-11-03T03:27:38.487Z,20608,0,0
abate-35393,2021-11-03T04:21:15.880Z,12425,930,0
smith-56737,2021-11-03T04:21:15.880Z,25267,4664,0
abate-35393,2021-11-03T04:26:29.633Z,12425,930,0
smith-56737,2021-11-03T04:26:29.633Z,25267,4664,0
abate-35393,2021-11-03T04:27:20.417Z,12425,930,0
smith-56737,2021-11-03T04:27:20.417Z,25267,4664,0
abate-35393,2021-11-03T05:54:09.010Z,13118,930,0
smith-56737,2021-11-03T05:54:09.010Z,26938,4664,0
abate-35393,2021-11-03T13:56:54.523Z,13118,930,0
smith-56737,2021-11-03T13:56:54.523Z,26938,4664,0
