CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
corrado-35000,2021-11-01T12:58:08.450Z,0,0,0
sedon-35322,2021-11-01T12:58:08.450Z,0,0,0
corrado-35000,2021-11-02T16:59:07.517Z,0,0,0
sedon-35322,2021-11-02T16:59:07.517Z,0,0,0
corrado-35000,2021-11-03T00:02:24.297Z,0,0,0
sedon-35322,2021-11-03T00:02:24.297Z,0,0,0
corrado-35000,2021-11-03T00:20:32.177Z,798,798,0
sedon-35322,2021-11-03T00:20:32.177Z,480,480,0
corrado-35000,2021-11-03T00:47:48.923Z,798,0,0
sedon-35322,2021-11-03T00:47:48.923Z,480,0,0
corrado-35000,2021-11-03T01:04:59.887Z,4327,0,0
sedon-35322,2021-11-03T01:04:59.887Z,4459,0,0
corrado-35000,2021-11-03T01:17:08.007Z,4541,1012,0
sedon-35322,2021-11-03T01:17:08.007Z,4968,989,0
corrado-35000,2021-11-03T01:53:33.760Z,5957,1012,0
sedon-35322,2021-11-03T01:53:33.760Z,5975,989,0
corrado-35000,2021-11-03T01:59:38.023Z,6850,1012,0
sedon-35322,2021-11-03T01:59:38.023Z,6295,989,0
corrado-35000,2021-11-03T02:02:40.680Z,6911,1012,0
sedon-35322,2021-11-03T02:02:40.680Z,6331,989,0
corrado-35000,2021-11-03T02:43:09.147Z,10564,1012,0
sedon-35322,2021-11-03T02:43:09.147Z,7767,989,0
corrado-35000,2021-11-03T02:47:12.087Z,13576,1012,0
sedon-35322,2021-11-03T02:47:12.087Z,9057,989,0
corrado-35000,2021-11-03T02:48:12.757Z,18249,1012,0
sedon-35322,2021-11-03T02:48:12.757Z,11722,989,0
corrado-35000,2021-11-03T02:58:20.030Z,18249,5183,0
sedon-35322,2021-11-03T02:58:20.030Z,11722,5783,0
corrado-35000,2021-11-03T03:06:25.357Z,27666,5183,0
sedon-35322,2021-11-03T03:06:25.357Z,17223,5783,0
corrado-35000,2021-11-03T03:29:40.980Z,29627,5183,0
sedon-35322,2021-11-03T03:29:40.980Z,18110,5783,0
corrado-35000,2021-11-03T03:42:51.987Z,30074,5183,0
sedon-35322,2021-11-03T03:42:51.987Z,18943,5783,0
corrado-35000,2021-11-03T03:46:54.553Z,33469,1012,0
sedon-35322,2021-11-03T03:46:54.553Z,20825,989,0
corrado-35000,2021-11-03T04:31:24.143Z,35325,1012,0
sedon-35322,2021-11-03T04:31:24.143Z,21664,989,0
corrado-35000,2021-11-03T05:43:00.940Z,43878,1012,0
sedon-35322,2021-11-03T05:43:00.940Z,25069,989,0
corrado-35000,2021-11-03T05:44:02.500Z,43878,1012,0
sedon-35322,2021-11-03T05:44:02.500Z,25069,989,0
corrado-35000,2021-11-03T05:50:06.807Z,45251,1012,0
sedon-35322,2021-11-03T05:50:06.807Z,28182,989,0
corrado-35000,2021-11-03T06:55:31.053Z,45312,1012,0
sedon-35322,2021-11-03T06:55:31.053Z,28208,989,0
corrado-35000,2021-11-03T07:51:53.117Z,45251,1012,0
sedon-35322,2021-11-03T07:51:53.117Z,28182,989,0
corrado-35000,2021-11-03T13:56:56.86Z,45251,1012,0
sedon-35322,2021-11-03T13:56:56.86Z,28182,989,0
