CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
cook-35521,2021-11-01T12:58:08.450Z,0,0,0
fadden-35466,2021-11-01T12:58:08.450Z,0,0,0
space-34594,2021-11-01T12:58:08.450Z,0,0,0
wirths-35066,2021-11-01T12:58:08.450Z,0,0,0
cook-35521,2021-11-02T16:59:07.517Z,0,0,0
fadden-35466,2021-11-02T16:59:07.517Z,0,0,0
space-34594,2021-11-02T16:59:07.517Z,0,0,0
wirths-35066,2021-11-02T16:59:07.517Z,0,0,0
cook-35521,2021-11-03T00:02:24.297Z,0,0,0
fadden-35466,2021-11-03T00:02:24.297Z,0,0,0
space-34594,2021-11-03T00:02:24.297Z,0,0,0
wirths-35066,2021-11-03T00:02:24.297Z,0,0,0
cook-35521,2021-11-03T01:13:05.387Z,1102,1102,0
fadden-35466,2021-11-03T01:13:05.387Z,1080,1080,0
space-34594,2021-11-03T01:13:05.387Z,870,870,0
wirths-35066,2021-11-03T01:13:05.387Z,829,829,0
cook-35521,2021-11-03T02:08:45.787Z,1677,1102,0
fadden-35466,2021-11-03T02:08:45.787Z,1650,1080,0
space-34594,2021-11-03T02:08:45.787Z,1514,870,0
wirths-35066,2021-11-03T02:08:45.787Z,1460,829,0
cook-35521,2021-11-03T02:18:52.607Z,2723,1102,0
fadden-35466,2021-11-03T02:18:52.607Z,2664,1080,0
space-34594,2021-11-03T02:18:52.607Z,3564,870,0
wirths-35066,2021-11-03T02:18:52.607Z,3471,829,0
cook-35521,2021-11-03T02:59:20.667Z,3756,1102,0
fadden-35466,2021-11-03T02:59:20.667Z,3640,1080,0
space-34594,2021-11-03T02:59:20.667Z,7044,870,0
wirths-35066,2021-11-03T02:59:20.667Z,6860,829,0
cook-35521,2021-11-03T03:40:50.757Z,4877,1102,0
fadden-35466,2021-11-03T03:40:50.757Z,4697,1080,0
space-34594,2021-11-03T03:40:50.757Z,9198,870,0
wirths-35066,2021-11-03T03:40:50.757Z,8889,829,0
cook-35521,2021-11-03T03:45:53.920Z,7076,1102,0
fadden-35466,2021-11-03T03:45:53.920Z,6918,1080,0
space-34594,2021-11-03T03:45:53.920Z,12950,870,0
wirths-35066,2021-11-03T03:45:53.920Z,12563,829,0
cook-35521,2021-11-03T04:33:25.623Z,7980,1102,0
fadden-35466,2021-11-03T04:33:25.623Z,7791,1080,0
space-34594,2021-11-03T04:33:25.623Z,16137,870,0
wirths-35066,2021-11-03T04:33:25.623Z,15688,829,0
cook-35521,2021-11-03T05:30:54.723Z,16605,1102,0
fadden-35466,2021-11-03T05:30:54.723Z,15671,1080,0
space-34594,2021-11-03T05:30:54.723Z,44713,870,0
wirths-35066,2021-11-03T05:30:54.723Z,40899,829,0
cook-35521,2021-11-03T05:33:56.693Z,16605,1102,0
fadden-35466,2021-11-03T05:33:56.693Z,15671,1080,0
space-34594,2021-11-03T05:33:56.693Z,44713,870,0
wirths-35066,2021-11-03T05:33:56.693Z,40899,829,0
cook-35521,2021-11-03T06:06:14.580Z,21638,1102,0
fadden-35466,2021-11-03T06:06:14.580Z,20487,1080,0
space-34594,2021-11-03T06:06:14.580Z,49546,870,0
wirths-35066,2021-11-03T06:06:14.580Z,45434,829,0
cook-35521,2021-11-03T07:00:33.150Z,22213,1102,0
fadden-35466,2021-11-03T07:00:33.150Z,21057,1080,0
space-34594,2021-11-03T07:00:33.150Z,50190,870,0
wirths-35066,2021-11-03T07:00:33.150Z,46065,829,0
cook-35521,2021-11-03T07:57:55.353Z,21638,1102,0
fadden-35466,2021-11-03T07:57:55.353Z,20487,1080,0
space-34594,2021-11-03T07:57:55.353Z,49546,870,0
wirths-35066,2021-11-03T07:57:55.353Z,45434,829,0
cook-35521,2021-11-03T13:56:56.35Z,21638,1102,0
fadden-35466,2021-11-03T13:56:56.35Z,20487,1080,0
space-34594,2021-11-03T13:56:56.35Z,49546,870,0
wirths-35066,2021-11-03T13:56:56.35Z,45434,829,0
