CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
pintor-marin-34725,2021-11-01T12:58:08.450Z,0,0,0
salters-35522,2021-11-01T12:58:08.450Z,0,0,0
speight-35078,2021-11-01T12:58:08.450Z,0,0,0
pintor-marin-34725,2021-11-02T16:59:07.517Z,0,0,0
salters-35522,2021-11-02T16:59:07.517Z,0,0,0
speight-35078,2021-11-02T16:59:07.517Z,0,0,0
pintor-marin-34725,2021-11-03T00:02:24.297Z,0,0,0
salters-35522,2021-11-03T00:02:24.297Z,0,0,0
speight-35078,2021-11-03T00:02:24.297Z,0,0,0
pintor-marin-34725,2021-11-03T00:25:35.513Z,1314,1314,0
salters-35522,2021-11-03T00:25:35.513Z,56,56,0
speight-35078,2021-11-03T00:25:35.513Z,1316,1316,0
pintor-marin-34725,2021-11-03T01:18:08.653Z,3767,3767,0
salters-35522,2021-11-03T01:18:08.653Z,184,184,0
speight-35078,2021-11-03T01:18:08.653Z,3732,3732,0
pintor-marin-34725,2021-11-03T03:34:45.457Z,16140,3767,0
salters-35522,2021-11-03T03:34:45.457Z,863,184,0
speight-35078,2021-11-03T03:34:45.457Z,15824,3732,0
pintor-marin-34725,2021-11-03T03:37:48.463Z,16140,3767,0
salters-35522,2021-11-03T03:37:48.463Z,863,184,0
speight-35078,2021-11-03T03:37:48.463Z,15824,3732,0
pintor-marin-34725,2021-11-03T13:56:52.737Z,16140,3767,0
salters-35522,2021-11-03T13:56:52.737Z,863,184,0
speight-35078,2021-11-03T13:56:52.737Z,15824,3732,0
