CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
ciattarelli-65857,2021-11-01T12:58:08.450Z,0,0,0
hoffman-67751,2021-11-01T12:58:08.450Z,0,0,0
kuniansky-69787,2021-11-01T12:58:08.450Z,0,0,0
mele-67763,2021-11-01T12:58:08.450Z,0,0,0
murphy-65863,2021-11-01T12:58:08.450Z,0,0,0
ciattarelli-65857,2021-11-02T16:59:07.517Z,0,0,0
hoffman-67751,2021-11-02T16:59:07.517Z,0,0,0
kuniansky-69787,2021-11-02T16:59:07.517Z,0,0,0
mele-67763,2021-11-02T16:59:07.517Z,0,0,0
murphy-65863,2021-11-02T16:59:07.517Z,0,0,0
ciattarelli-65857,2021-11-03T00:02:24.297Z,0,0,0
hoffman-67751,2021-11-03T00:02:24.297Z,0,0,0
kuniansky-69787,2021-11-03T00:02:24.297Z,0,0,0
mele-67763,2021-11-03T00:02:24.297Z,0,0,0
murphy-65863,2021-11-03T00:02:24.297Z,0,0,0
ciattarelli-65857,2021-11-03T00:09:26.207Z,118,0,0
hoffman-67751,2021-11-03T00:09:26.207Z,0,0,0
kuniansky-69787,2021-11-03T00:09:26.207Z,1,0,0
mele-67763,2021-11-03T00:09:26.207Z,1,0,0
murphy-65863,2021-11-03T00:09:26.207Z,119,0,0
ciattarelli-65857,2021-11-03T00:10:26.817Z,149,0,0
hoffman-67751,2021-11-03T00:10:26.817Z,1,0,0
kuniansky-69787,2021-11-03T00:10:26.817Z,2,0,0
mele-67763,2021-11-03T00:10:26.817Z,1,0,0
murphy-65863,2021-11-03T00:10:26.817Z,270,0,0
ciattarelli-65857,2021-11-03T00:12:27.620Z,338,0,0
hoffman-67751,2021-11-03T00:12:27.620Z,1,0,0
kuniansky-69787,2021-11-03T00:12:27.620Z,3,0,0
mele-67763,2021-11-03T00:12:27.620Z,1,0,0
murphy-65863,2021-11-03T00:12:27.620Z,350,0,0
ciattarelli-65857,2021-11-03T00:13:28.247Z,7088,6404,0
hoffman-67751,2021-11-03T00:13:28.247Z,77,76,0
kuniansky-69787,2021-11-03T00:13:28.247Z,45,42,0
mele-67763,2021-11-03T00:13:28.247Z,70,68,0
murphy-65863,2021-11-03T00:13:28.247Z,14719,14151,0
ciattarelli-65857,2021-11-03T00:14:28.853Z,7393,6404,0
hoffman-67751,2021-11-03T00:14:28.853Z,81,76,0
kuniansky-69787,2021-11-03T00:14:28.853Z,45,42,0
mele-67763,2021-11-03T00:14:28.853Z,71,68,0
murphy-65863,2021-11-03T00:14:28.853Z,14812,14151,0
ciattarelli-65857,2021-11-03T00:15:29.477Z,7894,6404,0
hoffman-67751,2021-11-03T00:15:29.477Z,85,76,0
kuniansky-69787,2021-11-03T00:15:29.477Z,45,42,0
mele-67763,2021-11-03T00:15:29.477Z,73,68,0
murphy-65863,2021-11-03T00:15:29.477Z,15176,14151,0
ciattarelli-65857,2021-11-03T00:17:30.320Z,11610,10120,0
hoffman-67751,2021-11-03T00:17:30.320Z,117,108,0
kuniansky-69787,2021-11-03T00:17:30.320Z,61,58,0
mele-67763,2021-11-03T00:17:30.320Z,89,84,0
