CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
annetta-35387,2021-11-01T12:58:08.450Z,0,0,0
gopal-34376,2021-11-01T12:58:08.450Z,0,0,0
annetta-35387,2021-11-02T16:59:07.517Z,0,0,0
gopal-34376,2021-11-02T16:59:07.517Z,0,0,0
annetta-35387,2021-11-03T00:02:24.297Z,0,0,0
gopal-34376,2021-11-03T00:02:24.297Z,0,0,0
annetta-35387,2021-11-03T00:53:52.727Z,5263,0,0
gopal-34376,2021-11-03T00:53:52.727Z,9738,0,0
annetta-35387,2021-11-03T01:17:08.007Z,15401,0,0
gopal-34376,2021-11-03T01:17:08.007Z,17957,0,0
annetta-35387,2021-11-03T01:44:24.863Z,24704,0,0
gopal-34376,2021-11-03T01:44:24.863Z,25206,0,0
annetta-35387,2021-11-03T01:53:33.760Z,28213,0,0
gopal-34376,2021-11-03T01:53:33.760Z,28176,0,0
annetta-35387,2021-11-03T02:05:43.490Z,30555,0,0
gopal-34376,2021-11-03T02:05:43.490Z,29835,0,0
annetta-35387,2021-11-03T02:27:59.107Z,31017,0,0
gopal-34376,2021-11-03T02:27:59.107Z,30382,0,0
annetta-35387,2021-11-03T03:28:39.863Z,31754,0,0
gopal-34376,2021-11-03T03:28:39.863Z,31264,0,0
annetta-35387,2021-11-03T13:56:48.550Z,31754,0,0
gopal-34376,2021-11-03T13:56:48.550Z,31264,0,0
