CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
gove-34306,2021-11-01T12:58:08.450Z,0,0,0
henninger-holland-35426,2021-11-01T12:58:08.450Z,0,0,0
jackson-35427,2021-11-01T12:58:08.450Z,0,0,0
rumpf-56657,2021-11-01T12:58:08.450Z,0,0,0
gove-34306,2021-11-02T16:59:07.517Z,0,0,0
henninger-holland-35426,2021-11-02T16:59:07.517Z,0,0,0
jackson-35427,2021-11-02T16:59:07.517Z,0,0,0
rumpf-56657,2021-11-02T16:59:07.517Z,0,0,0
gove-34306,2021-11-03T00:02:24.297Z,0,0,0
henninger-holland-35426,2021-11-03T00:02:24.297Z,0,0,0
jackson-35427,2021-11-03T00:02:24.297Z,0,0,0
rumpf-56657,2021-11-03T00:02:24.297Z,0,0,0
gove-34306,2021-11-03T00:48:49.563Z,4556,4556,0
henninger-holland-35426,2021-11-03T00:48:49.563Z,5594,5594,0
jackson-35427,2021-11-03T00:48:49.563Z,5627,5627,0
rumpf-56657,2021-11-03T00:48:49.563Z,4585,4585,0
gove-34306,2021-11-03T02:27:59.107Z,6151,4556,0
henninger-holland-35426,2021-11-03T02:27:59.107Z,6067,5594,0
jackson-35427,2021-11-03T02:27:59.107Z,6117,5627,0
rumpf-56657,2021-11-03T02:27:59.107Z,6183,4585,0
gove-34306,2021-11-03T02:51:14.770Z,46932,0,0
henninger-holland-35426,2021-11-03T02:51:14.770Z,18194,0,0
jackson-35427,2021-11-03T02:51:14.770Z,18372,0,0
rumpf-56657,2021-11-03T02:51:14.770Z,47998,0,0
gove-34306,2021-11-03T03:21:34.270Z,48319,4556,0
henninger-holland-35426,2021-11-03T03:21:34.270Z,19528,5594,0
jackson-35427,2021-11-03T03:21:34.270Z,19716,5627,0
rumpf-56657,2021-11-03T03:21:34.270Z,49398,4585,0
gove-34306,2021-11-03T03:26:37.840Z,53494,4556,0
henninger-holland-35426,2021-11-03T03:26:37.840Z,22143,5594,0
jackson-35427,2021-11-03T03:26:37.840Z,22394,5627,0
rumpf-56657,2021-11-03T03:26:37.840Z,54615,4585,0
gove-34306,2021-11-03T04:28:21.083Z,54092,4556,0
henninger-holland-35426,2021-11-03T04:28:21.083Z,22270,5594,0
jackson-35427,2021-11-03T04:28:21.083Z,22521,5627,0
rumpf-56657,2021-11-03T04:28:21.083Z,55225,4585,0
gove-34306,2021-11-03T04:30:33.48Z,54092,4556,0
henninger-holland-35426,2021-11-03T04:30:33.48Z,22270,5594,0
jackson-35427,2021-11-03T04:30:33.48Z,22521,5627,0
rumpf-56657,2021-11-03T04:30:33.48Z,55225,4585,0
gove-34306,2021-11-03T04:31:24.143Z,54092,4556,0
henninger-holland-35426,2021-11-03T04:31:24.143Z,22270,5594,0
jackson-35427,2021-11-03T04:31:24.143Z,22521,5627,0
rumpf-56657,2021-11-03T04:31:24.143Z,55225,4585,0
gove-34306,2021-11-03T04:34:27.170Z,57245,4556,0
henninger-holland-35426,2021-11-03T04:34:27.170Z,23108,5594,0
jackson-35427,2021-11-03T04:34:27.170Z,23337,5627,0
rumpf-56657,2021-11-03T04:34:27.170Z,58447,4585,0
gove-34306,2021-11-03T04:51:36.463Z,58696,4556,0
henninger-holland-35426,2021-11-03T04:51:36.463Z,25106,5594,0
jackson-35427,2021-11-03T04:51:36.463Z,25356,5627,0
rumpf-56657,2021-11-03T04:51:36.463Z,59879,4585,0
gove-34306,2021-11-03T07:17:42.200Z,59108,4556,0
henninger-holland-35426,2021-11-03T07:17:42.200Z,25478,5594,0
jackson-35427,2021-11-03T07:17:42.200Z,25733,5627,0
rumpf-56657,2021-11-03T07:17:42.200Z,60288,4585,0
gove-34306,2021-11-03T13:56:55.033Z,59108,4556,0
henninger-holland-35426,2021-11-03T13:56:55.033Z,25478,5594,0
jackson-35427,2021-11-03T13:56:55.033Z,25733,5627,0
rumpf-56657,2021-11-03T13:56:55.033Z,60288,4585,0
