CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
eckel-35425,2021-11-01T12:58:08.450Z,0,0,0
natale-35256,2021-11-01T12:58:08.450Z,0,0,0
torrissi-35423,2021-11-01T12:58:08.450Z,0,0,0
umba-35424,2021-11-01T12:58:08.450Z,0,0,0
eckel-35425,2021-11-02T16:59:07.517Z,0,0,0
natale-35256,2021-11-02T16:59:07.517Z,0,0,0
torrissi-35423,2021-11-02T16:59:07.517Z,0,0,0
umba-35424,2021-11-02T16:59:07.517Z,0,0,0
eckel-35425,2021-11-03T00:02:24.297Z,0,0,0
natale-35256,2021-11-03T00:02:24.297Z,0,0,0
torrissi-35423,2021-11-03T00:02:24.297Z,0,0,0
umba-35424,2021-11-03T00:02:24.297Z,0,0,0
eckel-35425,2021-11-03T00:35:42.063Z,1746,1746,0
natale-35256,2021-11-03T00:35:42.063Z,1735,1735,0
torrissi-35423,2021-11-03T00:35:42.063Z,950,950,0
umba-35424,2021-11-03T00:35:42.063Z,912,912,0
eckel-35425,2021-11-03T01:30:16.380Z,2063,1746,0
natale-35256,2021-11-03T01:30:16.380Z,2046,1735,0
torrissi-35423,2021-11-03T01:30:16.380Z,1906,950,0
umba-35424,2021-11-03T01:30:16.380Z,1830,912,0
eckel-35425,2021-11-03T01:46:29.143Z,2737,1746,0
natale-35256,2021-11-03T01:46:29.143Z,2716,1735,0
torrissi-35423,2021-11-03T01:46:29.143Z,2962,950,0
umba-35424,2021-11-03T01:46:29.143Z,2856,912,0
eckel-35425,2021-11-03T01:58:36.987Z,3081,1746,0
natale-35256,2021-11-03T01:58:36.987Z,3068,1735,0
torrissi-35423,2021-11-03T01:58:36.987Z,3849,950,0
umba-35424,2021-11-03T01:58:36.987Z,3705,912,0
eckel-35425,2021-11-03T02:27:59.107Z,11322,1746,0
natale-35256,2021-11-03T02:27:59.107Z,11257,1735,0
torrissi-35423,2021-11-03T02:27:59.107Z,14604,950,0
umba-35424,2021-11-03T02:27:59.107Z,14181,912,0
eckel-35425,2021-11-03T02:28:59.767Z,12161,1746,0
natale-35256,2021-11-03T02:28:59.767Z,12105,1735,0
torrissi-35423,2021-11-03T02:28:59.767Z,17133,950,0
umba-35424,2021-11-03T02:28:59.767Z,16471,912,0
eckel-35425,2021-11-03T02:39:06.663Z,12500,1746,0
natale-35256,2021-11-03T02:39:06.663Z,12447,1735,0
torrissi-35423,2021-11-03T02:39:06.663Z,17472,950,0
umba-35424,2021-11-03T02:39:06.663Z,16792,912,0
eckel-35425,2021-11-03T03:05:24.707Z,12500,1746,0
natale-35256,2021-11-03T03:05:24.707Z,12447,1735,0
torrissi-35423,2021-11-03T03:05:24.707Z,17472,950,0
umba-35424,2021-11-03T03:05:24.707Z,16792,912,0
eckel-35425,2021-11-03T04:28:21.083Z,21339,1746,0
natale-35256,2021-11-03T04:28:21.083Z,21272,1735,0
torrissi-35423,2021-11-03T04:28:21.083Z,32105,950,0
umba-35424,2021-11-03T04:28:21.083Z,30951,912,0
eckel-35425,2021-11-03T04:47:34.677Z,21921,1746,0
natale-35256,2021-11-03T04:47:34.677Z,21838,1735,0
torrissi-35423,2021-11-03T04:47:34.677Z,32871,950,0
umba-35424,2021-11-03T04:47:34.677Z,31603,912,0
eckel-35425,2021-11-03T05:06:43.883Z,22141,1746,0
natale-35256,2021-11-03T05:06:43.883Z,22054,1735,0
torrissi-35423,2021-11-03T05:06:43.883Z,33017,950,0
umba-35424,2021-11-03T05:06:43.883Z,31744,912,0
eckel-35425,2021-11-03T07:16:41.550Z,33576,1746,0
natale-35256,2021-11-03T07:16:41.550Z,33422,1735,0
torrissi-35423,2021-11-03T07:16:41.550Z,38400,950,0
umba-35424,2021-11-03T07:16:41.550Z,37035,912,0
eckel-35425,2021-11-03T13:56:48.550Z,33576,1746,0
natale-35256,2021-11-03T13:56:48.550Z,33422,1735,0
torrissi-35423,2021-11-03T13:56:48.550Z,38400,950,0
umba-35424,2021-11-03T13:56:48.550Z,37035,912,0
