CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
diegnan-56676,2021-11-01T12:58:08.450Z,0,0,0
patel-35395,2021-11-01T12:58:08.450Z,0,0,0
diegnan-56676,2021-11-02T16:59:07.517Z,0,0,0
patel-35395,2021-11-02T16:59:07.517Z,0,0,0
diegnan-56676,2021-11-03T00:02:24.297Z,0,0,0
patel-35395,2021-11-03T00:02:24.297Z,0,0,0
diegnan-56676,2021-11-03T01:07:01.243Z,15225,15225,0
patel-35395,2021-11-03T01:07:01.243Z,5664,5664,0
diegnan-56676,2021-11-03T01:45:25.483Z,21496,15225,0
patel-35395,2021-11-03T01:45:25.483Z,11631,5664,0
diegnan-56676,2021-11-03T02:31:01.117Z,27837,0,0
patel-35395,2021-11-03T02:31:01.117Z,18444,0,0
diegnan-56676,2021-11-03T02:56:18.350Z,28829,15225,0
patel-35395,2021-11-03T02:56:18.350Z,20596,5664,0
diegnan-56676,2021-11-03T03:27:38.487Z,30162,0,0
patel-35395,2021-11-03T03:27:38.487Z,20874,0,0
diegnan-56676,2021-11-03T03:29:40.980Z,30162,0,0
patel-35395,2021-11-03T03:29:40.980Z,20874,0,0
diegnan-56676,2021-11-03T13:56:51.92Z,30162,0,0
patel-35395,2021-11-03T13:56:51.92Z,20874,0,0
