CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
awad-35519,2021-11-01T12:58:08.450Z,0,0,0
fam-35446,2021-11-01T12:58:08.450Z,0,0,0
karabinchak-34951,2021-11-01T12:58:08.450Z,0,0,0
kulas-35520,2021-11-01T12:58:08.450Z,0,0,0
mccann-mott-35447,2021-11-01T12:58:08.450Z,0,0,0
stanley-35450,2021-11-01T12:58:08.450Z,0,0,0
awad-35519,2021-11-02T16:59:07.517Z,0,0,0
fam-35446,2021-11-02T16:59:07.517Z,0,0,0
karabinchak-34951,2021-11-02T16:59:07.517Z,0,0,0
kulas-35520,2021-11-02T16:59:07.517Z,0,0,0
mccann-mott-35447,2021-11-02T16:59:07.517Z,0,0,0
stanley-35450,2021-11-02T16:59:07.517Z,0,0,0
awad-35519,2021-11-03T00:02:24.297Z,0,0,0
fam-35446,2021-11-03T00:02:24.297Z,0,0,0
karabinchak-34951,2021-11-03T00:02:24.297Z,0,0,0
kulas-35520,2021-11-03T00:02:24.297Z,0,0,0
mccann-mott-35447,2021-11-03T00:02:24.297Z,0,0,0
stanley-35450,2021-11-03T00:02:24.297Z,0,0,0
awad-35519,2021-11-03T01:18:08.653Z,268,268,0
fam-35446,2021-11-03T01:18:08.653Z,5665,5665,0
karabinchak-34951,2021-11-03T01:18:08.653Z,14552,14552,0
kulas-35520,2021-11-03T01:18:08.653Z,324,324,0
mccann-mott-35447,2021-11-03T01:18:08.653Z,5733,5733,0
stanley-35450,2021-11-03T01:18:08.653Z,14210,14210,0
awad-35519,2021-11-03T01:56:35.713Z,419,268,0
fam-35446,2021-11-03T01:56:35.713Z,11829,5665,0
karabinchak-34951,2021-11-03T01:56:35.713Z,20226,14552,0
kulas-35520,2021-11-03T01:56:35.713Z,440,324,0
mccann-mott-35447,2021-11-03T01:56:35.713Z,12077,5733,0
stanley-35450,2021-11-03T01:56:35.713Z,19758,14210,0
awad-35519,2021-11-03T02:31:01.117Z,584,0,0
fam-35446,2021-11-03T02:31:01.117Z,18614,0,0
karabinchak-34951,2021-11-03T02:31:01.117Z,26271,0,0
kulas-35520,2021-11-03T02:31:01.117Z,553,0,0
mccann-mott-35447,2021-11-03T02:31:01.117Z,19115,0,0
stanley-35450,2021-11-03T02:31:01.117Z,25531,0,0
awad-35519,2021-11-03T02:57:19.387Z,624,268,0
fam-35446,2021-11-03T02:57:19.387Z,20822,5665,0
karabinchak-34951,2021-11-03T02:57:19.387Z,28065,14552,0
kulas-35520,2021-11-03T02:57:19.387Z,595,324,0
mccann-mott-35447,2021-11-03T02:57:19.387Z,21449,5733,0
stanley-35450,2021-11-03T02:57:19.387Z,27249,14210,0
awad-35519,2021-11-03T03:45:53.920Z,627,0,0
fam-35446,2021-11-03T03:45:53.920Z,21076,0,0
karabinchak-34951,2021-11-03T03:45:53.920Z,28401,0,0
kulas-35520,2021-11-03T03:45:53.920Z,600,0,0
mccann-mott-35447,2021-11-03T03:45:53.920Z,21707,0,0
stanley-35450,2021-11-03T03:45:53.920Z,27574,0,0
awad-35519,2021-11-03T13:56:48.550Z,627,0,0
fam-35446,2021-11-03T13:56:48.550Z,21076,0,0
karabinchak-34951,2021-11-03T13:56:48.550Z,28401,0,0
kulas-35520,2021-11-03T13:56:48.550Z,600,0,0
mccann-mott-35447,2021-11-03T13:56:48.550Z,21707,0,0
stanley-35450,2021-11-03T13:56:48.550Z,27574,0,0
