CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
caputo-34091,2021-11-01T12:58:08.450Z,0,0,0
dangelo-35475,2021-11-01T12:58:08.450Z,0,0,0
headen-35476,2021-11-01T12:58:08.450Z,0,0,0
tucker-34090,2021-11-01T12:58:08.450Z,0,0,0
caputo-34091,2021-11-02T16:59:07.517Z,0,0,0
dangelo-35475,2021-11-02T16:59:07.517Z,0,0,0
headen-35476,2021-11-02T16:59:07.517Z,0,0,0
tucker-34090,2021-11-02T16:59:07.517Z,0,0,0
caputo-34091,2021-11-03T00:02:24.297Z,0,0,0
dangelo-35475,2021-11-03T00:02:24.297Z,0,0,0
headen-35476,2021-11-03T00:02:24.297Z,0,0,0
tucker-34090,2021-11-03T00:02:24.297Z,0,0,0
caputo-34091,2021-11-03T00:24:34.587Z,2683,2683,0
dangelo-35475,2021-11-03T00:24:34.587Z,400,400,0
headen-35476,2021-11-03T00:24:34.587Z,428,428,0
tucker-34090,2021-11-03T00:24:34.587Z,2704,2704,0
caputo-34091,2021-11-03T01:17:08.007Z,7147,7147,0
dangelo-35475,2021-11-03T01:17:08.007Z,1020,1020,0
headen-35476,2021-11-03T01:17:08.007Z,1064,1064,0
tucker-34090,2021-11-03T01:17:08.007Z,7140,7140,0
caputo-34091,2021-11-03T03:33:44.467Z,27972,7147,0
dangelo-35475,2021-11-03T03:33:44.467Z,7899,1020,0
headen-35476,2021-11-03T03:33:44.467Z,7963,1064,0
tucker-34090,2021-11-03T03:33:44.467Z,27917,7140,0
caputo-34091,2021-11-03T04:16:12.580Z,27972,7147,0
dangelo-35475,2021-11-03T04:16:12.580Z,7899,1020,0
headen-35476,2021-11-03T04:16:12.580Z,7963,1064,0
tucker-34090,2021-11-03T04:16:12.580Z,27917,7140,0
caputo-34091,2021-11-03T13:56:54.037Z,27972,7147,0
dangelo-35475,2021-11-03T13:56:54.037Z,7899,1020,0
headen-35476,2021-11-03T13:56:54.037Z,7963,1064,0
tucker-34090,2021-11-03T13:56:54.037Z,27917,7140,0
