CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
marshalle,2020-12-17T21:20:37.457Z,9870,8130,17,17,37161
sykese,2020-12-17T21:20:37.457Z,23748,17241,17,17,37161
