CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
brewer-38712,2020-12-17T21:20:12.357Z,14791,11771,0
moss-38713,2020-12-17T21:20:12.357Z,22093,16327,0
