CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
brookc,2020-12-17T21:20:37.8Z,2528,2131,6,6,37073
griffinj,2020-12-17T21:20:37.8Z,3165,2083,6,6,37073
