CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
causeym,2020-12-17T21:20:35.557Z,14733,11887,20,20,37189
goodwinw,2020-12-17T21:20:35.557Z,15994,14708,20,20,37189
