CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
bidenj,2020-11-24T13:25:31Z,5911,4838,13,13,37117
blankenshipd,2020-11-24T13:25:31Z,16,8,13,13,37117
hawkinsh,2020-11-24T13:25:31Z,13,9,13,13,37117
jorgensenj,2020-11-24T13:25:31Z,59,37,13,13,37117
trumpd,2020-11-24T13:25:31Z,6532,3991,13,13,37117
write-ins,2020-11-24T13:25:31Z,9,0,13,13,37117
