CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
marshalle,2020-12-17T21:20:37.457Z,24997,21689,13,13,37085
sykese,2020-12-17T21:20:37.457Z,32172,26659,13,13,37085
