CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
cubbagel,2020-12-17T21:20:37.283Z,9248,7640,17,17,37161
goref,2020-12-17T21:20:37.283Z,24121,17572,17,17,37161
