CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
streeta,2020-12-17T21:20:38.357Z,29631,22537,15,15,37157
woodb,2020-12-17T21:20:38.357Z,16900,14261,15,15,37157
