CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
johnsona,2020-11-25T04:06:37Z,4640,0,23,23,35039
leger_fernandezt,2020-11-25T04:06:37Z,11380,0,23,23,35039
