COUNTY,PRECINCT,CANDIDATE,Timestamp,VOTES,TOTAL_VOTES,GEOID
Barnstable,BARNSTABLE 1,bidenj,12/27/2021 20:35:30.239394,1693,2765,25001-BARNSTABLE 01
Barnstable,BARNSTABLE 1,hawkinsh,12/27/2021 20:35:30.239394,9,2765,25001-BARNSTABLE 01
Barnstable,BARNSTABLE 1,jorgensenj,12/27/2021 20:35:30.239394,37,2765,25001-BARNSTABLE 01
Barnstable,BARNSTABLE 1,other,12/27/2021 20:35:30.239394,1,2765,25001-BARNSTABLE 01
Barnstable,BARNSTABLE 1,trumpd,12/27/2021 20:35:30.239394,1025,2765,25001-BARNSTABLE 01
Barnstable,BARNSTABLE 10,bidenj,12/27/2021 20:35:30.239394,1197,2231,25001-BARNSTABLE 10
Barnstable,BARNSTABLE 10,hawkinsh,12/27/2021 20:35:30.239394,3,2231,25001-BARNSTABLE 10
Barnstable,BARNSTABLE 10,jorgensenj,12/27/2021 20:35:30.239394,45,2231,25001-BARNSTABLE 10
Barnstable,BARNSTABLE 10,other,12/27/2021 20:35:30.239394,1,2231,25001-BARNSTABLE 10
Barnstable,BARNSTABLE 10,trumpd,12/27/2021 20:35:30.239394,985,2231,25001-BARNSTABLE 10
Barnstable,BARNSTABLE 11,bidenj,12/27/2021 20:35:30.239394,1387,2558,25001-BARNSTABLE 11
Barnstable,BARNSTABLE 11,hawkinsh,12/27/2021 20:35:30.239394,7,2558,25001-BARNSTABLE 11
Barnstable,BARNSTABLE 11,jorgensenj,12/27/2021 20:35:30.239394,37,2558,25001-BARNSTABLE 11
Barnstable,BARNSTABLE 11,other,12/27/2021 20:35:30.239394,3,2558,25001-BARNSTABLE 11
Barnstable,BARNSTABLE 11,trumpd,12/27/2021 20:35:30.239394,1124,2558,25001-BARNSTABLE 11
Barnstable,BARNSTABLE 12,bidenj,12/27/2021 20:35:30.239394,1402,2530,25001-BARNSTABLE 12
Barnstable,BARNSTABLE 12,hawkinsh,12/27/2021 20:35:30.239394,11,2530,25001-BARNSTABLE 12
