CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
landers-carvalho-28123,2020-12-03T14:39:40.37Z,75870,0,0
saccomani-28122,2020-12-03T14:39:40.37Z,107458,0,0
