CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
ballard-49749,2021-11-01T12:58:11.037Z,0,0,0
hurst-49452,2021-11-01T12:58:11.037Z,0,0,0
ballard-49749,2021-11-02T18:43:09.683Z,0,0,0
hurst-49452,2021-11-02T18:43:09.683Z,0,0,0
ballard-49749,2021-11-02T23:00:02.290Z,0,0,0
hurst-49452,2021-11-02T23:00:02.290Z,0,0,0
ballard-49749,2021-11-02T23:35:23.430Z,630,630,0
hurst-49452,2021-11-02T23:35:23.430Z,664,664,0
ballard-49749,2021-11-02T23:36:24.123Z,1221,630,0
hurst-49452,2021-11-02T23:36:24.123Z,1414,664,0
ballard-49749,2021-11-02T23:40:26.937Z,2399,630,0
hurst-49452,2021-11-02T23:40:26.937Z,1586,664,0
ballard-49749,2021-11-02T23:44:29.777Z,2962,707,0
hurst-49452,2021-11-02T23:44:29.777Z,2504,895,0
ballard-49749,2021-11-02T23:53:37.083Z,4992,707,0
hurst-49452,2021-11-02T23:53:37.083Z,3353,895,0
ballard-49749,2021-11-03T00:04:47.213Z,6239,759,0
hurst-49452,2021-11-03T00:04:47.213Z,4568,1050,0
ballard-49749,2021-11-03T00:13:54.950Z,7133,1030,0
hurst-49452,2021-11-03T00:13:54.950Z,5294,1232,0
ballard-49749,2021-11-03T00:16:58.267Z,9849,1030,0
hurst-49452,2021-11-03T00:16:58.267Z,5762,1232,0
ballard-49749,2021-11-03T00:25:05.690Z,10551,1030,0
hurst-49452,2021-11-03T00:25:05.690Z,6953,1232,0
ballard-49749,2021-11-03T00:34:12.177Z,10555,1030,0
hurst-49452,2021-11-03T00:34:12.177Z,6953,1232,0
ballard-49749,2021-11-03T01:44:09.337Z,11511,1986,0
hurst-49452,2021-11-03T01:44:09.337Z,9360,3639,0
ballard-49749,2021-11-03T03:06:06.270Z,11511,1663,0
hurst-49452,2021-11-03T03:06:06.270Z,9360,3302,0
ballard-49749,2021-11-03T03:14:11.757Z,11712,1864,0
hurst-49452,2021-11-03T03:14:11.757Z,10483,4425,0
ballard-49749,2021-11-03T03:56:36.400Z,13849,4001,0
hurst-49452,2021-11-03T03:56:36.400Z,11142,5084,0
ballard-49749,2021-11-03T06:01:43.623Z,13849,4001,0
hurst-49452,2021-11-03T06:01:43.623Z,11142,5084,0
