CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
herring-45675,2021-11-01T12:58:11.037Z,0,0,0
miyares-49434,2021-11-01T12:58:11.037Z,0,0,0
herring-45675,2021-11-02T18:43:09.683Z,0,0,0
miyares-49434,2021-11-02T18:43:09.683Z,0,0,0
herring-45675,2021-11-02T23:00:02.290Z,0,0,0
miyares-49434,2021-11-02T23:00:02.290Z,0,0,0
herring-45675,2021-11-02T23:13:07.517Z,181,159,0
miyares-49434,2021-11-02T23:13:07.517Z,388,293,0
herring-45675,2021-11-02T23:14:08.723Z,1048,159,0
miyares-49434,2021-11-02T23:14:08.723Z,3690,293,0
herring-45675,2021-11-02T23:15:09.523Z,2795,159,0
miyares-49434,2021-11-02T23:15:09.523Z,5774,293,0
herring-45675,2021-11-02T23:18:11.227Z,8318,159,0
miyares-49434,2021-11-02T23:18:11.227Z,10634,293,0
herring-45675,2021-11-02T23:22:14.077Z,10300,159,0
miyares-49434,2021-11-02T23:22:14.077Z,18444,293,0
herring-45675,2021-11-02T23:23:14.753Z,17637,159,0
miyares-49434,2021-11-02T23:23:14.753Z,26979,293,0
herring-45675,2021-11-02T23:24:15.483Z,26050,2286,0
miyares-49434,2021-11-02T23:24:15.483Z,44903,1335,0
herring-45675,2021-11-02T23:25:16.190Z,55651,27993,0
miyares-49434,2021-11-02T23:25:16.190Z,58134,8074,0
herring-45675,2021-11-02T23:26:16.893Z,64271,28195,0
miyares-49434,2021-11-02T23:26:16.893Z,72392,8492,0
herring-45675,2021-11-02T23:27:17.730Z,114179,28195,0
miyares-49434,2021-11-02T23:27:17.730Z,115610,8492,0
herring-45675,2021-11-02T23:28:18.467Z,116721,28195,0
miyares-49434,2021-11-02T23:28:18.467Z,123305,8492,0
herring-45675,2021-11-02T23:29:19.143Z,117558,28395,0
miyares-49434,2021-11-02T23:29:19.143Z,125160,9097,0
herring-45675,2021-11-02T23:30:19.793Z,120581,28395,0
miyares-49434,2021-11-02T23:30:19.793Z,130021,9097,0
