CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
blanding-69738,2021-11-01T12:58:11.037Z,0,0,0
mcauliffe-60075,2021-11-01T12:58:11.037Z,0,0,0
youngkin-69739,2021-11-01T12:58:11.037Z,0,0,0
blanding-69738,2021-11-02T18:43:09.683Z,0,0,0
mcauliffe-60075,2021-11-02T18:43:09.683Z,0,0,0
youngkin-69739,2021-11-02T18:43:09.683Z,0,0,0
blanding-69738,2021-11-02T23:00:02.290Z,0,0,0
mcauliffe-60075,2021-11-02T23:00:02.290Z,0,0,0
youngkin-69739,2021-11-02T23:00:02.290Z,0,0,0
blanding-69738,2021-11-02T23:13:07.517Z,39,2,0
mcauliffe-60075,2021-11-02T23:13:07.517Z,2246,158,0
youngkin-69739,2021-11-02T23:13:07.517Z,3933,292,0
blanding-69738,2021-11-02T23:14:08.723Z,56,2,0
mcauliffe-60075,2021-11-02T23:14:08.723Z,2804,158,0
youngkin-69739,2021-11-02T23:14:08.723Z,6325,292,0
blanding-69738,2021-11-02T23:15:09.523Z,59,2,0
mcauliffe-60075,2021-11-02T23:15:09.523Z,3171,158,0
youngkin-69739,2021-11-02T23:15:09.523Z,6869,292,0
blanding-69738,2021-11-02T23:16:10.190Z,70,2,0
mcauliffe-60075,2021-11-02T23:16:10.190Z,4382,158,0
youngkin-69739,2021-11-02T23:16:10.190Z,10525,292,0
blanding-69738,2021-11-02T23:18:11.227Z,208,2,0
mcauliffe-60075,2021-11-02T23:18:11.227Z,9775,158,0
youngkin-69739,2021-11-02T23:18:11.227Z,15410,292,0
blanding-69738,2021-11-02T23:19:11.913Z,279,2,0
mcauliffe-60075,2021-11-02T23:19:11.913Z,12673,158,0
youngkin-69739,2021-11-02T23:19:11.913Z,24382,292,0
blanding-69738,2021-11-02T23:20:12.613Z,307,2,0
mcauliffe-60075,2021-11-02T23:20:12.613Z,14656,158,0
youngkin-69739,2021-11-02T23:20:12.613Z,27444,292,0
blanding-69738,2021-11-02T23:21:13.390Z,326,2,0
mcauliffe-60075,2021-11-02T23:21:13.390Z,15580,158,0
youngkin-69739,2021-11-02T23:21:13.390Z,29754,292,0
blanding-69738,2021-11-02T23:22:14.077Z,368,2,0
mcauliffe-60075,2021-11-02T23:22:14.077Z,18116,158,0
youngkin-69739,2021-11-02T23:22:14.077Z,32022,292,0
blanding-69738,2021-11-02T23:23:14.753Z,406,2,0
mcauliffe-60075,2021-11-02T23:23:14.753Z,19818,158,0
youngkin-69739,2021-11-02T23:23:14.753Z,35162,292,0
blanding-69738,2021-11-02T23:24:15.483Z,555,13,0
mcauliffe-60075,2021-11-02T23:24:15.483Z,27997,2274,0
youngkin-69739,2021-11-02T23:24:15.483Z,51520,1348,0
blanding-69738,2021-11-02T23:25:16.190Z,782,152,0
mcauliffe-60075,2021-11-02T23:25:16.190Z,58335,28023,0
youngkin-69739,2021-11-02T23:25:16.190Z,65952,8090,0
blanding-69738,2021-11-02T23:26:16.893Z,930,160,0
mcauliffe-60075,2021-11-02T23:26:16.893Z,64911,28215,0
youngkin-69739,2021-11-02T23:26:16.893Z,78300,8508,0
blanding-69738,2021-11-02T23:27:17.730Z,1987,766,0
