CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
tyler-49428,2021-11-01T12:58:11.037Z,0,0,0
wachsmann-49730,2021-11-01T12:58:11.037Z,0,0,0
tyler-49428,2021-11-02T18:43:09.683Z,0,0,0
wachsmann-49730,2021-11-02T18:43:09.683Z,0,0,0
tyler-49428,2021-11-02T23:00:02.290Z,0,0,0
wachsmann-49730,2021-11-02T23:00:02.290Z,0,0,0
tyler-49428,2021-11-02T23:14:08.723Z,138,0,0
wachsmann-49730,2021-11-02T23:14:08.723Z,207,0,0
tyler-49428,2021-11-02T23:24:15.483Z,681,0,0
wachsmann-49730,2021-11-02T23:24:15.483Z,738,0,0
tyler-49428,2021-11-02T23:26:16.893Z,1049,0,0
wachsmann-49730,2021-11-02T23:26:16.893Z,932,0,0
tyler-49428,2021-11-02T23:33:21.983Z,3282,988,0
wachsmann-49730,2021-11-02T23:33:21.983Z,3176,691,0
tyler-49428,2021-11-02T23:44:29.777Z,4679,1284,0
wachsmann-49730,2021-11-02T23:44:29.777Z,4597,799,0
tyler-49428,2021-11-02T23:53:37.083Z,5827,1938,0
wachsmann-49730,2021-11-02T23:53:37.083Z,5629,1308,0
tyler-49428,2021-11-02T23:54:37.840Z,6325,1938,0
wachsmann-49730,2021-11-02T23:54:37.840Z,6273,1308,0
tyler-49428,2021-11-03T00:04:47.213Z,7611,2346,0
wachsmann-49730,2021-11-03T00:04:47.213Z,7191,1680,0
tyler-49428,2021-11-03T00:13:54.950Z,8395,2568,0
wachsmann-49730,2021-11-03T00:13:54.950Z,7832,1847,0
tyler-49428,2021-11-03T00:25:05.690Z,8583,2568,0
wachsmann-49730,2021-11-03T00:25:05.690Z,8170,1847,0
tyler-49428,2021-11-03T00:34:12.177Z,9026,2568,0
wachsmann-49730,2021-11-03T00:34:12.177Z,8699,1847,0
tyler-49428,2021-11-03T00:43:20.307Z,9280,2797,0
wachsmann-49730,2021-11-03T00:43:20.307Z,8793,1911,0
tyler-49428,2021-11-03T00:54:28.790Z,9661,3178,0
wachsmann-49730,2021-11-03T00:54:28.790Z,8976,2094,0
tyler-49428,2021-11-03T01:08:43.913Z,9917,3434,0
wachsmann-49730,2021-11-03T01:08:43.913Z,9098,2216,0
tyler-49428,2021-11-03T01:11:46.013Z,12368,3178,0
wachsmann-49730,2021-11-03T01:11:46.013Z,14080,2094,0
tyler-49428,2021-11-03T01:44:09.337Z,13031,3841,0
wachsmann-49730,2021-11-03T01:44:09.337Z,14474,2488,0
tyler-49428,2021-11-03T01:54:17.073Z,13032,3842,0
wachsmann-49730,2021-11-03T01:54:17.073Z,14475,2489,0
tyler-49428,2021-11-03T07:17:31.413Z,13032,3842,0
wachsmann-49730,2021-11-03T07:17:31.413Z,14475,2489,0
tyler-49428,2021-11-03T07:18:12.123Z,13032,3842,0
wachsmann-49730,2021-11-03T07:18:12.123Z,14475,2489,0
