CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
mcgovern-49662,2021-11-01T12:58:11.037Z,0,0,0
tran-49320,2021-11-01T12:58:11.037Z,0,0,0
mcgovern-49662,2021-11-02T18:43:09.683Z,0,0,0
tran-49320,2021-11-02T18:43:09.683Z,0,0,0
mcgovern-49662,2021-11-02T23:00:02.290Z,0,0,0
tran-49320,2021-11-02T23:00:02.290Z,0,0,0
mcgovern-49662,2021-11-02T23:56:39.610Z,1854,1854,0
tran-49320,2021-11-02T23:56:39.610Z,4839,4839,0
mcgovern-49662,2021-11-03T00:40:17.613Z,2289,1873,0
tran-49320,2021-11-03T00:40:17.613Z,5466,4904,0
mcgovern-49662,2021-11-03T01:03:39.063Z,4357,1873,0
tran-49320,2021-11-03T01:03:39.063Z,8239,4904,0
mcgovern-49662,2021-11-03T01:14:48.967Z,4966,1873,0
tran-49320,2021-11-03T01:14:48.967Z,8798,4904,0
mcgovern-49662,2021-11-03T01:44:09.337Z,6421,1873,0
tran-49320,2021-11-03T01:44:09.337Z,11002,4904,0
mcgovern-49662,2021-11-03T01:45:10.043Z,6543,1854,0
tran-49320,2021-11-03T01:45:10.043Z,11770,4839,0
mcgovern-49662,2021-11-03T02:29:40.963Z,8389,1854,0
tran-49320,2021-11-03T02:29:40.963Z,14017,4839,0
mcgovern-49662,2021-11-03T02:54:56.717Z,8389,1854,0
tran-49320,2021-11-03T02:54:56.717Z,14017,4839,0
mcgovern-49662,2021-11-03T03:08:07.990Z,9019,1873,0
tran-49320,2021-11-03T03:08:07.990Z,13791,4904,0
mcgovern-49662,2021-11-03T03:34:22.870Z,9443,1873,0
tran-49320,2021-11-03T03:34:22.870Z,14437,4904,0
mcgovern-49662,2021-11-03T03:51:33.390Z,12438,1854,0
tran-49320,2021-11-03T03:51:33.390Z,18591,4839,0
mcgovern-49662,2021-11-03T06:29:54.030Z,14097,4052,0
tran-49320,2021-11-03T06:29:54.030Z,21012,8147,0
mcgovern-49662,2021-11-03T07:02:04.603Z,14097,1854,0
tran-49320,2021-11-03T07:02:04.603Z,21012,4839,0
