CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
short-49458,2021-11-01T12:58:11.037Z,0,0,0
walker-49630,2021-11-01T12:58:11.037Z,0,0,0
short-49458,2021-11-02T18:43:09.683Z,0,0,0
walker-49630,2021-11-02T18:43:09.683Z,0,0,0
short-49458,2021-11-02T23:00:02.290Z,0,0,0
walker-49630,2021-11-02T23:00:02.290Z,0,0,0
short-49458,2021-11-02T23:46:31.907Z,811,0,0
walker-49630,2021-11-02T23:46:31.907Z,3428,0,0
short-49458,2021-11-02T23:53:37.083Z,883,0,0
walker-49630,2021-11-02T23:53:37.083Z,3726,0,0
short-49458,2021-11-03T00:04:47.213Z,1381,0,0
walker-49630,2021-11-03T00:04:47.213Z,5284,0,0
short-49458,2021-11-03T00:13:54.950Z,1660,0,0
walker-49630,2021-11-03T00:13:54.950Z,5663,0,0
short-49458,2021-11-03T00:25:05.690Z,2668,0,0
walker-49630,2021-11-03T00:25:05.690Z,7789,0,0
short-49458,2021-11-03T00:34:12.177Z,3338,0,0
walker-49630,2021-11-03T00:34:12.177Z,8991,0,0
short-49458,2021-11-03T00:43:20.307Z,3662,0,0
walker-49630,2021-11-03T00:43:20.307Z,9412,0,0
short-49458,2021-11-03T00:54:28.790Z,3988,0,0
walker-49630,2021-11-03T00:54:28.790Z,11693,0,0
short-49458,2021-11-03T00:57:41.41Z,3988,0,0
walker-49630,2021-11-03T00:57:41.41Z,11693,0,0
short-49458,2021-11-03T00:58:32.117Z,3988,0,0
walker-49630,2021-11-03T00:58:32.117Z,11693,0,0
short-49458,2021-11-03T01:03:39.063Z,5166,0,0
walker-49630,2021-11-03T01:03:39.063Z,15462,0,0
short-49458,2021-11-03T01:14:48.967Z,6047,0,0
walker-49630,2021-11-03T01:14:48.967Z,17085,0,0
short-49458,2021-11-03T01:31:00.233Z,6047,0,0
walker-49630,2021-11-03T01:31:00.233Z,17125,0,0
short-49458,2021-11-03T01:54:17.073Z,8017,1970,0
walker-49630,2021-11-03T01:54:17.073Z,18902,1777,0
short-49458,2021-11-03T02:14:30.530Z,9467,3420,0
walker-49630,2021-11-03T02:14:30.530Z,19517,2392,0
short-49458,2021-11-03T03:04:04.330Z,9771,3724,0
walker-49630,2021-11-03T03:04:04.330Z,20036,2911,0
short-49458,2021-11-03T03:14:11.757Z,10004,3957,0
walker-49630,2021-11-03T03:14:11.757Z,20161,3036,0
short-49458,2021-11-03T03:35:23.557Z,10359,4312,0
walker-49630,2021-11-03T03:35:23.557Z,20412,3327,0
short-49458,2021-11-03T03:44:29.087Z,10905,4858,0
walker-49630,2021-11-03T03:44:29.087Z,21961,4876,0
short-49458,2021-11-03T04:44:04.007Z,10906,4859,0
walker-49630,2021-11-03T04:44:04.007Z,21967,4882,0
