CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
clark-49711,2021-11-01T12:58:11.037Z,0,0,0
mason-49643,2021-11-01T12:58:11.037Z,0,0,0
clark-49711,2021-11-02T18:43:09.683Z,0,0,0
mason-49643,2021-11-02T18:43:09.683Z,0,0,0
clark-49711,2021-11-02T23:00:02.290Z,0,0,0
mason-49643,2021-11-02T23:00:02.290Z,0,0,0
clark-49711,2021-11-02T23:33:21.983Z,287,0,0
mason-49643,2021-11-02T23:33:21.983Z,500,0,0
clark-49711,2021-11-02T23:48:33.337Z,371,0,0
mason-49643,2021-11-02T23:48:33.337Z,540,0,0
clark-49711,2021-11-03T00:04:47.213Z,753,0,0
mason-49643,2021-11-03T00:04:47.213Z,984,0,0
clark-49711,2021-11-03T00:33:11.407Z,1166,0,0
mason-49643,2021-11-03T00:33:11.407Z,1383,0,0
clark-49711,2021-11-03T00:34:12.177Z,1932,0,0
mason-49643,2021-11-03T00:34:12.177Z,1549,0,0
clark-49711,2021-11-03T00:43:20.307Z,2427,527,0
mason-49643,2021-11-03T00:43:20.307Z,1571,113,0
clark-49711,2021-11-03T00:54:28.790Z,3101,527,0
mason-49643,2021-11-03T00:54:28.790Z,2389,113,0
clark-49711,2021-11-03T00:59:36.230Z,3101,532,0
mason-49643,2021-11-03T00:59:36.230Z,2389,117,0
clark-49711,2021-11-03T01:03:39.063Z,3588,532,0
mason-49643,2021-11-03T01:03:39.063Z,2720,117,0
clark-49711,2021-11-03T01:11:46.013Z,3593,532,0
mason-49643,2021-11-03T01:11:46.013Z,2724,117,0
clark-49711,2021-11-03T01:14:48.967Z,4433,532,0
mason-49643,2021-11-03T01:14:48.967Z,3090,117,0
clark-49711,2021-11-03T01:23:55.377Z,4758,532,0
mason-49643,2021-11-03T01:23:55.377Z,3649,117,0
clark-49711,2021-11-03T01:54:17.073Z,6087,1861,0
mason-49643,2021-11-03T01:54:17.073Z,3976,444,0
clark-49711,2021-11-03T02:23:37.223Z,6632,1861,0
mason-49643,2021-11-03T02:23:37.223Z,4277,444,0
clark-49711,2021-11-03T02:32:43.843Z,6852,1861,0
mason-49643,2021-11-03T02:32:43.843Z,4867,444,0
clark-49711,2021-11-03T02:34:45.327Z,8310,3319,0
mason-49643,2021-11-03T02:34:45.327Z,6523,2100,0
clark-49711,2021-11-03T02:35:46.077Z,8330,3319,0
mason-49643,2021-11-03T02:35:46.077Z,6524,2100,0
clark-49711,2021-11-03T02:43:50.083Z,9765,3824,0
mason-49643,2021-11-03T02:43:50.083Z,7833,2323,0
clark-49711,2021-11-03T02:54:56.717Z,9869,3824,0
mason-49643,2021-11-03T02:54:56.717Z,7874,2323,0
clark-49711,2021-11-03T05:19:21.190Z,9869,4348,0
mason-49643,2021-11-03T05:19:21.190Z,7874,2590,0
clark-49711,2021-11-03T05:23:23.617Z,10393,4348,0
mason-49643,2021-11-03T05:23:23.617Z,8141,2590,0
clark-49711,2021-11-03T05:45:35.113Z,10393,4348,0
mason-49643,2021-11-03T05:45:35.113Z,8141,2590,0
