CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
cordoza-49744,2021-11-01T12:58:11.037Z,0,0,0
mugler-49629,2021-11-01T12:58:11.037Z,0,0,0
west-49743,2021-11-01T12:58:11.037Z,0,0,0
cordoza-49744,2021-11-02T18:43:09.683Z,0,0,0
mugler-49629,2021-11-02T18:43:09.683Z,0,0,0
west-49743,2021-11-02T18:43:09.683Z,0,0,0
cordoza-49744,2021-11-02T23:00:02.290Z,0,0,0
mugler-49629,2021-11-02T23:00:02.290Z,0,0,0
west-49743,2021-11-02T23:00:02.290Z,0,0,0
cordoza-49744,2021-11-02T23:36:24.123Z,69,69,0
mugler-49629,2021-11-02T23:36:24.123Z,195,195,0
west-49743,2021-11-02T23:36:24.123Z,2,2,0
cordoza-49744,2021-11-02T23:44:29.777Z,1176,69,0
mugler-49629,2021-11-02T23:44:29.777Z,1098,195,0
west-49743,2021-11-02T23:44:29.777Z,29,2,0
cordoza-49744,2021-11-02T23:53:37.083Z,2231,69,0
mugler-49629,2021-11-02T23:53:37.083Z,2408,195,0
west-49743,2021-11-02T23:53:37.083Z,87,2,0
cordoza-49744,2021-11-03T00:04:47.213Z,4210,671,0
mugler-49629,2021-11-03T00:04:47.213Z,3808,766,0
west-49743,2021-11-03T00:04:47.213Z,133,14,0
cordoza-49744,2021-11-03T00:13:54.950Z,5349,671,0
mugler-49629,2021-11-03T00:13:54.950Z,4110,766,0
west-49743,2021-11-03T00:13:54.950Z,171,14,0
cordoza-49744,2021-11-03T00:25:05.690Z,6597,671,0
mugler-49629,2021-11-03T00:25:05.690Z,4758,766,0
west-49743,2021-11-03T00:25:05.690Z,200,14,0
cordoza-49744,2021-11-03T00:34:12.177Z,7480,671,0
mugler-49629,2021-11-03T00:34:12.177Z,5613,766,0
west-49743,2021-11-03T00:34:12.177Z,226,14,0
cordoza-49744,2021-11-03T00:43:20.307Z,8021,671,0
mugler-49629,2021-11-03T00:43:20.307Z,6472,766,0
west-49743,2021-11-03T00:43:20.307Z,248,14,0
cordoza-49744,2021-11-03T00:54:28.790Z,8521,671,0
mugler-49629,2021-11-03T00:54:28.790Z,6960,766,0
west-49743,2021-11-03T00:54:28.790Z,280,14,0
cordoza-49744,2021-11-03T01:03:39.063Z,10464,671,0
mugler-49629,2021-11-03T01:03:39.063Z,8276,766,0
west-49743,2021-11-03T01:03:39.063Z,331,14,0
cordoza-49744,2021-11-03T01:23:55.377Z,13553,3760,0
mugler-49629,2021-11-03T01:23:55.377Z,12206,4696,0
west-49743,2021-11-03T01:23:55.377Z,397,80,0
cordoza-49744,2021-11-03T01:44:09.337Z,13790,3997,0
mugler-49629,2021-11-03T01:44:09.337Z,13511,6001,0
west-49743,2021-11-03T01:44:09.337Z,416,99,0
cordoza-49744,2021-11-03T04:05:40.990Z,13790,3997,0
mugler-49629,2021-11-03T04:05:40.990Z,13518,6008,0
west-49743,2021-11-03T04:05:40.990Z,416,99,0
