CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
cornelisse-49782,2021-11-01T12:58:11.037Z,0,0,0
leftwich-49430,2021-11-01T12:58:11.037Z,0,0,0
cornelisse-49782,2021-11-02T18:43:09.683Z,0,0,0
leftwich-49430,2021-11-02T18:43:09.683Z,0,0,0
cornelisse-49782,2021-11-02T23:00:02.290Z,0,0,0
leftwich-49430,2021-11-02T23:00:02.290Z,0,0,0
cornelisse-49782,2021-11-02T23:35:23.430Z,436,0,0
leftwich-49430,2021-11-02T23:35:23.430Z,1630,0,0
cornelisse-49782,2021-11-02T23:44:29.777Z,1406,0,0
leftwich-49430,2021-11-02T23:44:29.777Z,3680,0,0
cornelisse-49782,2021-11-02T23:53:37.083Z,1640,0,0
leftwich-49430,2021-11-02T23:53:37.083Z,4294,0,0
cornelisse-49782,2021-11-03T00:04:47.213Z,2165,0,0
leftwich-49430,2021-11-03T00:04:47.213Z,5432,0,0
cornelisse-49782,2021-11-03T00:13:54.950Z,2385,0,0
leftwich-49430,2021-11-03T00:13:54.950Z,6150,0,0
cornelisse-49782,2021-11-03T00:25:05.690Z,3524,0,0
leftwich-49430,2021-11-03T00:25:05.690Z,7854,0,0
cornelisse-49782,2021-11-03T00:41:18.277Z,3524,0,0
leftwich-49430,2021-11-03T00:41:18.277Z,7854,0,0
cornelisse-49782,2021-11-03T00:41:18.663Z,3524,0,0
leftwich-49430,2021-11-03T00:41:18.663Z,7854,0,0
cornelisse-49782,2021-11-03T00:43:20.307Z,4250,0,0
leftwich-49430,2021-11-03T00:43:20.307Z,10569,0,0
cornelisse-49782,2021-11-03T01:14:48.967Z,4623,0,0
leftwich-49430,2021-11-03T01:14:48.967Z,11106,0,0
cornelisse-49782,2021-11-03T01:44:09.337Z,5301,0,0
leftwich-49430,2021-11-03T01:44:09.337Z,12305,0,0
cornelisse-49782,2021-11-03T01:54:17.073Z,5517,0,0
leftwich-49430,2021-11-03T01:54:17.073Z,13455,0,0
cornelisse-49782,2021-11-03T02:10:27.627Z,5790,0,0
leftwich-49430,2021-11-03T02:10:27.627Z,14380,0,0
cornelisse-49782,2021-11-03T02:21:35.807Z,5807,0,0
leftwich-49430,2021-11-03T02:21:35.807Z,14518,0,0
cornelisse-49782,2021-11-03T02:32:43.843Z,5867,0,0
leftwich-49430,2021-11-03T02:32:43.843Z,14634,0,0
cornelisse-49782,2021-11-03T02:34:45.327Z,10707,4840,0
leftwich-49430,2021-11-03T02:34:45.327Z,22673,8039,0
cornelisse-49782,2021-11-03T02:43:50.083Z,12612,6472,0
leftwich-49430,2021-11-03T02:43:50.083Z,24733,9174,0
