CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
hodges-49357,2021-11-01T12:58:11.037Z,0,0,0
webster-49724,2021-11-01T12:58:11.037Z,0,0,0
hodges-49357,2021-11-02T18:43:09.683Z,0,0,0
webster-49724,2021-11-02T18:43:09.683Z,0,0,0
hodges-49357,2021-11-02T23:00:02.290Z,0,0,0
webster-49724,2021-11-02T23:00:02.290Z,0,0,0
hodges-49357,2021-11-02T23:24:15.483Z,1238,0,0
webster-49724,2021-11-02T23:24:15.483Z,260,0,0
hodges-49357,2021-11-02T23:26:16.893Z,1673,435,0
webster-49724,2021-11-02T23:26:16.893Z,445,185,0
hodges-49357,2021-11-02T23:33:21.983Z,3487,435,0
webster-49724,2021-11-02T23:33:21.983Z,1030,185,0
hodges-49357,2021-11-02T23:36:24.123Z,3859,0,0
webster-49724,2021-11-02T23:36:24.123Z,1141,0,0
hodges-49357,2021-11-02T23:37:24.843Z,5645,0,0
webster-49724,2021-11-02T23:37:24.843Z,1622,0,0
hodges-49357,2021-11-02T23:44:29.777Z,7243,230,0
webster-49724,2021-11-02T23:44:29.777Z,2323,279,0
hodges-49357,2021-11-02T23:53:37.083Z,14110,1809,0
webster-49724,2021-11-02T23:53:37.083Z,4538,941,0
hodges-49357,2021-11-03T00:04:47.213Z,16292,1809,0
webster-49724,2021-11-03T00:04:47.213Z,5199,941,0
hodges-49357,2021-11-03T00:13:54.950Z,22452,6769,0
webster-49724,2021-11-03T00:13:54.950Z,8750,4171,0
hodges-49357,2021-11-03T00:14:55.703Z,24634,7217,0
webster-49724,2021-11-03T00:14:55.703Z,9785,4498,0
hodges-49357,2021-11-03T00:16:58.267Z,24634,6769,0
webster-49724,2021-11-03T00:16:58.267Z,9785,4171,0
hodges-49357,2021-11-03T00:25:05.690Z,25459,6769,0
webster-49724,2021-11-03T00:25:05.690Z,9958,4171,0
hodges-49357,2021-11-03T00:27:07.160Z,27013,6769,0
webster-49724,2021-11-03T00:27:07.160Z,10471,4171,0
hodges-49357,2021-11-03T00:34:12.177Z,27013,6769,0
webster-49724,2021-11-03T00:34:12.177Z,10479,4179,0
hodges-49357,2021-11-03T01:04:40.227Z,27013,6769,0
webster-49724,2021-11-03T01:04:40.227Z,10479,4179,0
hodges-49357,2021-11-03T01:08:43.913Z,27013,6769,0
webster-49724,2021-11-03T01:08:43.913Z,10479,4179,0
hodges-49357,2021-11-03T03:45:30.3Z,27013,6769,0
webster-49724,2021-11-03T03:45:30.3Z,10479,4179,0
