CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
helsley-49759,2021-11-01T12:58:11.037Z,0,0,0
wilt-49384,2021-11-01T12:58:11.037Z,0,0,0
helsley-49759,2021-11-02T18:43:09.683Z,0,0,0
wilt-49384,2021-11-02T18:43:09.683Z,0,0,0
helsley-49759,2021-11-02T23:00:02.290Z,0,0,0
wilt-49384,2021-11-02T23:00:02.290Z,0,0,0
helsley-49759,2021-11-02T23:48:33.337Z,786,0,0
wilt-49384,2021-11-02T23:48:33.337Z,3363,0,0
helsley-49759,2021-11-02T23:54:37.840Z,2079,0,0
wilt-49384,2021-11-02T23:54:37.840Z,8453,0,0
helsley-49759,2021-11-02T23:58:41.420Z,5365,0,0
wilt-49384,2021-11-02T23:58:41.420Z,10799,0,0
helsley-49759,2021-11-03T00:21:01.940Z,5365,0,0
wilt-49384,2021-11-03T00:21:01.940Z,10799,0,0
helsley-49759,2021-11-03T00:48:24.170Z,8874,0,0
wilt-49384,2021-11-03T00:48:24.170Z,12850,0,0
helsley-49759,2021-11-03T05:23:23.617Z,9263,389,0
wilt-49384,2021-11-03T05:23:23.617Z,13130,280,0
helsley-49759,2021-11-03T06:15:47.987Z,10232,389,0
wilt-49384,2021-11-03T06:15:47.987Z,15021,280,0
helsley-49759,2021-11-03T06:24:52.200Z,10232,1358,0
wilt-49384,2021-11-03T06:24:52.200Z,15021,2171,0
