CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
canadya,2020-12-08T21:30:13.330Z,1533,0,11,11,29141
dragook,2020-12-08T21:30:13.330Z,78,0,11,11,29141
kehoem,2020-12-08T21:30:13.330Z,7592,0,11,11,29141
slantzb,2020-12-08T21:30:13.330Z,146,0,11,11,29141
