CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
bidenj,2020-12-10T12:28:53Z,786,0,13,13,29033
blankenshipd,2020-12-10T12:28:53Z,2,0,13,13,29033
hawkinsh,2020-12-10T12:28:53Z,6,0,13,13,29033
jorgensenj,2020-12-10T12:28:53Z,32,0,13,13,29033
trumpd,2020-12-10T12:28:53Z,3706,0,13,13,29033
write-ins,2020-12-10T12:28:53Z,0,0,13,13,29033
