CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
bidenj,2020-12-10T12:32:44Z,328151,156445,1247,1247,29189
blankenshipd,2020-12-10T12:32:44Z,806,276,1247,1247,29189
hawkinsh,2020-12-10T12:32:44Z,1650,430,1247,1247,29189
jorgensenj,2020-12-10T12:32:44Z,6119,1263,1247,1247,29189
trumpd,2020-12-10T12:32:44Z,199493,58936,1247,1247,29189
write-ins,2020-12-10T12:32:44Z,227,32,1247,1247,29189
