CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
burgess-66216,2020-11-28T01:05:13.507Z,8870,0,0
jarrells-41760,2020-11-28T01:05:13.507Z,41312,0,0
