CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
no,2020-12-06T02:36:25.320Z,123322,67398,338,338,17197
yes,2020-12-06T02:36:25.320Z,172262,115880,338,338,17197
