CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
no,2020-12-06T02:36:36.657Z,4921,0,20,21,17125
yes,2020-12-06T02:36:36.657Z,1602,0,20,21,17125
