CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
andersonr,2020-11-27T03:42:25Z,128,0,31,31,27113
fischbachm,2020-11-27T03:42:25Z,3514,0,31,31,27113
johnsons,2020-11-27T03:42:25Z,421,0,31,31,27113
petersonc,2020-11-27T03:42:25Z,3129,0,31,31,27113
