CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
bidenj,2020-11-27T03:29:12Z,4634,0,33,33,27083
de_la_fuenter,2020-11-27T03:29:12Z,24,0,33,33,27083
hawkinsh,2020-11-27T03:29:12Z,28,0,33,33,27083
jorgensenj,2020-11-27T03:29:12Z,140,0,33,33,27083
kennedya,2020-11-27T03:29:12Z,3,0,33,33,27083
la_rivag,2020-11-27T03:29:12Z,4,0,33,33,27083
pierceb,2020-11-27T03:29:12Z,21,0,33,33,27083
trumpd,2020-11-27T03:29:12Z,7979,0,33,33,27083
westk,2020-11-27T03:29:12Z,31,0,33,33,27083
write-ins,2020-11-27T03:29:12Z,29,0,33,33,27083
