CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
against,2020-12-07T15:44:04.45Z,19588,0,53,53,24043
for,2020-12-07T15:44:04.45Z,39859,0,53,53,24043
