CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
no,2020-12-01T01:55:32.967Z,515,0,1,1,30059
yes,2020-12-01T01:55:32.967Z,572,0,1,1,30059
