CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
brownj,2020-12-01T01:55:32.967Z,5321,0,10,10,30043
woodst,2020-12-01T01:55:32.967Z,2613,0,10,10,30043
