CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
no,2020-12-04T22:42:42.717Z,1218,0,13,13,28019
yes,2020-12-04T22:42:42.717Z,2746,0,13,13,28019
