CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
bidenj,2020-12-16T20:16:19Z,2838,498,23,23,28023
blankenshipd,2020-12-16T20:16:19Z,7,0,23,23,28023
carrollb,2020-12-16T20:16:19Z,5,0,23,23,28023
collinsp,2020-12-16T20:16:19Z,6,0,23,23,28023
hawkinsh,2020-12-16T20:16:19Z,14,2,23,23,28023
jorgensenj,2020-12-16T20:16:19Z,28,4,23,23,28023
pierceb,2020-12-16T20:16:19Z,3,0,23,23,28023
trumpd,2020-12-16T20:16:19Z,5417,734,23,23,28023
westk,2020-12-16T20:16:19Z,20,2,23,23,28023
write-ins,2020-12-16T20:16:19Z,9,0,23,23,28023
