CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
bidenj,2020-11-24T13:22:29Z,4341,0,17,17,28061
blankenshipd,2020-11-24T13:22:29Z,13,0,17,17,28061
carrollb,2020-11-24T13:22:29Z,7,0,17,17,28061
collinsp,2020-11-24T13:22:29Z,10,0,17,17,28061
hawkinsh,2020-11-24T13:22:29Z,6,0,17,17,28061
jorgensenj,2020-11-24T13:22:29Z,30,0,17,17,28061
pierceb,2020-11-24T13:22:29Z,5,0,17,17,28061
trumpd,2020-11-24T13:22:29Z,4302,0,17,17,28061
westk,2020-11-24T13:22:29Z,22,0,17,17,28061
write-ins,2020-11-24T13:22:29Z,6,0,17,17,28061
