CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
tripp-15544,2020-11-17T16:51:52.197Z,22475,746,0
tuck-15546,2020-11-17T16:51:52.197Z,51946,1992,0
