CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
castork,2020-11-24T13:24:33Z,224240,0,209,209,12057
quinnc,2020-11-24T13:24:33Z,147896,0,209,209,12057
