CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
meeks-7841,2020-11-27T18:53:57.473Z,11915,10280,0
wilson-8778,2020-11-27T18:53:57.473Z,3894,3411,0
