CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
cottont,2020-11-30T18:31:00Z,3017,1753,26,26,05127
harringtonr,2020-11-30T18:31:00Z,508,368,26,26,05127
