CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
lucasf,2020-11-24T13:22:59Z,4229,803,12,12,40149
midyettz,2020-11-24T13:22:59Z,526,169,12,12,40149
