CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
sagers-50248,2020-11-24T19:59:46.363Z,10468,0,0
simon-51175,2020-11-24T19:59:46.363Z,5968,0,0
