CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
lafferty-46568,2020-12-03T17:40:30.527Z,23868,0,0
mills-46791,2020-12-03T17:40:30.527Z,9411,0,0
