CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
bradshaw-20073933-43-s,2021-03-06T23:20:28Z,1040691,577334,0
faparusi-20073805-43-s,2021-03-06T23:20:28Z,10727,4626,0
grunau-21216-43-s,2021-03-06T23:20:28Z,4160,1461,0
hagerty-20073099-43-s,2021-03-06T23:20:28Z,1840926,684702,0
henley-20073806-43-s,2021-03-06T23:20:28Z,8478,2825,0
hill-20562-43-s,2021-03-06T23:20:28Z,4872,1749,0
hooper-20073807-43-s,2021-03-06T23:20:28Z,9609,3853,0
james-20073808-43-s,2021-03-06T23:20:28Z,7203,3150,0
mcleod-20073809-43-s,2021-03-06T23:20:28Z,16652,7159,0
morgan-20073810-43-s,2021-03-06T23:20:28Z,9598,3690,0
stansberry-20073811-43-s,2021-03-06T23:20:28Z,6781,3126,0
