CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
fleischmannc,2020-12-16T18:44:33Z,23069,15725,27,27,47001
gormanm,2020-12-16T18:44:33Z,10461,6879,27,27,47001
hysella,2020-12-16T18:44:33Z,527,276,27,27,47001
sweitzerk,2020-12-16T18:44:33Z,223,122,27,27,47001
