CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
no,2020-11-23T21:10:15.8Z,7923,0,39,39,01103
yes,2020-11-23T21:10:15.8Z,38125,0,39,39,01103
