CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
averhart-20073100-1-h,2021-03-07T03:16:02Z,116949,885,0
carl-20073861-1-h,2021-03-07T03:16:02Z,211825,364,0
