CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
aderholtr,2021-03-07T03:17:31Z,1930,0,2,2,01009
neighborsr,2021-03-07T03:17:31Z,189,0,2,2,01009
