CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
massiet,2021-03-07T03:29:39Z,4267,0,12,12,21187
owensbya,2021-03-07T03:29:39Z,1105,0,12,12,21187
write-ins,2021-03-07T03:29:39Z,0,0,12,12,21187
