CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
massiet,2021-03-07T03:21:26Z,46330,25068,63,63,21015
owensbya,2021-03-07T03:21:26Z,19985,14030,63,63,21015
write-ins,2021-03-07T03:21:26Z,0,0,63,63,21015
