CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
balcom-40487,2020-12-03T17:56:34.36Z,6894,0,0
blasek-40927,2020-12-03T17:56:34.36Z,7073,0,0
healey-40928,2020-12-03T17:56:34.36Z,7282,0,0
hinch-38143,2020-12-03T17:56:34.36Z,7550,0,0
mayville-40929,2020-12-03T17:56:34.36Z,6916,0,0
mooney-39483,2020-12-03T17:56:34.36Z,7303,0,0
murphy-40482,2020-12-03T17:56:34.36Z,6807,0,0
murphy-40923,2020-12-03T17:56:34.36Z,6671,0,0
notter-38706,2020-12-03T17:56:34.36Z,7588,0,0
parente-40924,2020-12-03T17:56:34.36Z,6113,0,0
rung-40483,2020-12-03T17:56:34.36Z,7057,0,0
stack-40484,2020-12-03T17:56:34.36Z,6378,0,0
stack-40925,2020-12-03T17:56:34.36Z,6021,0,0
sylvester-40926,2020-12-03T17:56:34.36Z,6257,0,0
tausch-40488,2020-12-03T17:56:34.36Z,7073,0,0
thomas-40486,2020-12-03T17:56:34.36Z,6825,0,0
