CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
copp-39861,2020-12-03T17:56:27.747Z,7440,0,0
dattner-levy-41021,2020-12-03T17:56:27.747Z,5602,0,0
doolittle-40724,2020-12-03T17:56:27.747Z,5591,0,0
eisner-39731,2020-12-03T17:56:27.747Z,6337,0,0
ingram-40609,2020-12-03T17:56:27.747Z,4912,0,0
katsakiores-38264,2020-12-03T17:56:27.747Z,7812,0,0
kimball-41027,2020-12-03T17:56:27.747Z,7348,0,0
layon-41029,2020-12-03T17:56:27.747Z,7404,0,0
love-40170,2020-12-03T17:56:27.747Z,8134,0,0
milz-39369,2020-12-03T17:56:27.747Z,7171,0,0
moge-41022,2020-12-03T17:56:27.747Z,5482,0,0
obrien-39740,2020-12-03T17:56:27.747Z,7392,0,0
pearson-40171,2020-12-03T17:56:27.747Z,7169,0,0
potucek-39739,2020-12-03T17:56:27.747Z,7266,0,0
spencer-41023,2020-12-03T17:56:27.747Z,5648,0,0
till-39178,2020-12-03T17:56:27.747Z,5943,0,0
tripp-40172,2020-12-03T17:56:27.747Z,7727,0,0
vargas-41024,2020-12-03T17:56:27.747Z,5371,0,0
west-41025,2020-12-03T17:56:27.747Z,5127,0,0
willis-40173,2020-12-03T17:56:27.747Z,2667,0,0
wood-41026,2020-12-03T17:56:27.747Z,5534,0,0
